p75_cutoff,p85_cutoff,accuracy,macro_f1,weighted_f1,cohen_kappa,quadratic_kappa
50.0,62.5,0.7636394970404395,0.5037764791746043,0.7397630882873659,0.3453928349702401,0.49190980606923973
