metric,mean,std
train_r2,0.4047646044849949,0.0016926870381253228
test_r2,0.4063229825406361,0.00677280748705146
train_rmse,16.857484119051264,0.014942038737434988
test_rmse,16.84167575324712,0.06042571012758338
train_mae,13.435172719073298,0.015965220097683273
test_mae,13.416353731641081,0.06131748384524403
alpha,0.00391358597412749,0.0025927531831215285
n_selected_features,18.8,1.0954451150103321
